ID,URL,Location,Company,Employment Type,Years of Exp,Education Level,Data
234218,https://www.ergodotisi.com/en/JobDetails/234218/CareerFinders-Recruitment-Services-Ltd,Limassol,CareerFinders Recruitment Services Ltd ,Full Time,3,,"  R&D Engineer (Hybrid) (7207)    Limassol CY    Not available Mathematicians / Statisticians, Computer Science, Electrical Engineers   CareerFinders Recruitment Services Ltd    CareerFinders, on behalf of our client, an expanding Software Engineering company, we are seeking an R&D Engineer.   1/6/2024 12:00:00 AM 2/6/2024 12:00:00 AM     R&D Engineer (Hybrid) (7207) new REF. NUM: 234218     Limassol  posted 28 days ago     CareerFinders Recruitment Services Ltd   expires in 3 days    324            CATEGORY: Mathematicians / Statisticians, Computer Science, Electrical Engineers  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Not available        CareerFinders, on behalf of our client, an expanding Software Engineering company, we are seeking to recruit an R&D Engineer to join their growing team based in Limassol. The successful applicant will be instrumental in bridging the gap between electrical engineering principles and software applications, ensuring products are not only innovative, but also reliable and compliant with the latest standards. The R&D Engineer will be responsible for researching and analysing complex data sets, developing models and algorithms, and presenting insights and recommendations to Internal Teams. You should be educated to degree level in Electrical Engineering, Data Science, Computer Science, Statistics, Mathematics, or a related field and will need to hold approximately 3+ years of experience in a Data Science and/or Machine Learning role. Knowledge of programming languages such as Python, R, SQL are required, as well as experience working with big data technologies such as Hadoop, Spark, and/or Hive. Our client offers a highly attractive remuneration and benefits package, as well as flexible working conditions. Key Duties/Responsibilities: Collaborates with software developers, product managers, and stakeholders to identify business problems and opportunities that can be solved through data analysis.Researches and analyses the electrical safety standards to provide meaningful information to the product and development teams.Evaluates and analyse the electrical safety standards of different countries and identify gap analysis of the currentDevelops, validates, and maintains predictive models, algorithms, and statistical analyses that help the company make data-driven decisions.Conducts deep dive analysis of electrical data to understand patterns, trends, and anomalies that will inform business decisions.Works with stakeholders to understand the requirements of electrical data reporting and develop visualizations, dashboards, and reports that provide actionable insights.Communicates insights and recommendations effectively to stakeholders in a clear and understandable manner.Continuously learns and implements the latest technologies and methodologies in the field of data science and machine learning. Key Skills/Experience: Bachelor's or Master's degree in Electrical Engineering, Data Science, Computer Science, Statistics, Mathematics, or a related field.3+ years of experience in a Data Science and/or Machine Learning role.Experience with programming languages such as Python, R, SQL, and experience working with big data technologies such as Hadoop, Spark, and Hive.Knowledge of statistical modelling, data visualization, and data mining techniques.Experience with machine learning techniques and libraries like Scikit-learn, TensorFlow, or PyTorch.Strong analytical and problem-solving skills.Excellent communication skills and the ability to translate technical findings to non-technical stakeholders.Strong team player.‘Can do’ and positive attitude. Key Benefits: Highly attractive salary based on skills and experience.Private medical insurance.Provident Fund.Gym membership.Flexible working conditions.To apply for this vacancy, please send your CV, along with any covering letter to jobs@careerfinders.com.cy quoting the reference number ERG7207. Please note that due to the high volumes of applications received only shortlisted applicants will be responded to. To view our privacy policy, please click www.careerfinders.com.cy/privacy-policy.   "
237283,https://www.ergodotisi.com/en/JobDetails/237283/CareerFinders-Recruitment-Services-Ltd,Limassol,CareerFinders Recruitment Services Ltd ,Full Time,4,,"  Software QA Automation Engineer (7255)    Limassol CY    Computer Science Computer Science   CareerFinders Recruitment Services Ltd    CareerFinders, on behalf of our client, an expanding software engineering company, we are seeking a Software QA Automation Engineer.   1/25/2024 12:00:00 AM 2/25/2024 12:00:00 AM     Software QA Automation Engineer (7255) new REF. NUM: 237283     Limassol  posted 9 days ago     CareerFinders Recruitment Services Ltd   expires in 22 days    103            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        CareerFinders, on behalf of our client, an expanding software engineering company, we are seeking to recruit a Software QA Automation Engineer to join their growing team of technologists based in Limassol. You will be part of one of leading Cloud Native/Agile transformed teams, where quality of deliverables and optimized delivery is embedded within our client’s DNA. This is an amazing career opportunity that will enable you to learn and further develop your skills while building a state-of the-art B2B multi-tenant SaaS platform microservices and features, using the latest technologies. Our client is seeking applicants who are ideally educated to degree level in Computer Science, Informatics, Information Technology or another closely related field, who possess approximately 4 years of work experience as a Software QA Engineer. Our client offers a highly competitive compensation and benefits package to the successful candidate, that includes a Provident Fund, Medical Insurance, Gym Allowance and flexible working conditions. Key Duties/Responsibilities: Creates test specifications, test plans and test execution plans based on functional and non-functional requirements.Executes and optimizes the test procedures and/ or scripts either automated (aim for full automation) or manually.Tracks and reports on the test execution in a timely manner with attention given to achieving a high level of quality.Gathers and documents the outcome of test executions and all information needed to support ongoing measurements and reporting on risks, defects, tests, and coverage.Performs full analysis to determine the root cause of bugs, failures, and discrepancies.Evaluation and communication of test results, success criteria and test coverage.Performs load, scalability, and performance tests.Regression testing.Production and test environments health monitoring from QA point of view.Derives root cause analysis for problems and makes recommendations for proactive resolution of future ones.Monitors production systems and provide control and alert mechanisms.Usability, user experience (UX) testing.Documents work and functional flows.Cross-browser compatibility testing.Supports in system integration and installation of test systems.Provides 2nd level of support, troubleshooting and bug fixing as member of the Site Reliability team. Key Skills/Experience: University Degree in Computer Science, Informatics, Information Technology, or a similar field.Approximately 4 years of work experience as a Software QA Engineer is essential.Best practices and foundations in QA.Highest level of quality awareness and solid knowledge regarding test procedures in the software development process.Experience with automated testing tools and frameworks such as Katalon, Selenium, Cucumber, SpecFlow, Chimpy, etc…Experience in the context of Agile software development and appropriate test methods.Solution oriented, service based and customer-oriented approach to all tasks. Nice to Have: Experience in continuous delivery process.Experience in integrating automated tests in the build/delivery chain.Experience as Test Engineer in the context of Java, Groovy, .NET, C#, JavaScript and Android.PowerShell script/ Batch scripts (improve build servers /implementation scripts)Experience with Database management.Experience with Kubernetes, Docker.Experience with orchestration tools and CI/CD pipeline (i.e. Octopus, Bitbucket, Confluence, Nexus, ELK Stack,Git, Teamcity, CircleCI).Knowledge of ITIL/DevOps. Key Benefits: Become a member of a high calibre team of technologists that is growing fast.An attractive remuneration package based on skills and experience.Provident Fund.Medical Insurance.Gym membership.Flexible working conditions.To apply for this vacancy, please send your CV, along with any covering letter to jobs@careerfinders.com.cy quoting the reference number ERG7255. Please note that due to the high volumes of applications received only shortlisted applicants will be responded to. To view our privacy policy, please click www.careerfinders.com.cy/privacy-policy.   "
238060,https://www.ergodotisi.com/en/JobDetails/238060/Gamingtec,Limassol,Gamingtec,Full Time,3,,"  Middle QA Engineer    Limassol CY    Casino Computer Science, Casino, Work from home   Gamingtec   You will be part of a modern, flexible international team resolving hard and exciting features.   2/1/2024 12:00:00 AM 3/1/2024 12:00:00 AM     Middle QA Engineer new REF. NUM: 238060     Limassol  posted 2 days ago     Gamingtec  expires in 27 days    84            CATEGORY: Computer Science, Casino, Work from home  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Casino      APPLY ONLINE   Are you ready to develop your QA skills to the next level?You will be part of a modern, flexible international team resolving hard and exciting features. You will perform manual smoke, regression, and cross-browser testing of websites and mobile applications while using modern practices in testing as part of your everyday duties.All you need is:At least 3 years of commercial experience;Experience in Web, PWA testing for desktop and mobile browsers;Understanding of client-server architecture;Experience with SQL, Kibana, GitLab;Experienced in testing API (Postman or similar);Strong analytical skills and attention to detail;Understanding of HTML, CSS, XML, JSON;Strong knowledge of software QA methodologies, tools, processes, and best practices;Experience in test documentation preparation (test plans, suites, scenarios, and checklists);Upper-intermediate level English is a must.Your daily adventures will look like this:Functional testing of web and web apps;Monitoring test results for software quality;Communicating with teams for test requirements;Reporting, bug-tracking;Writing test plans, check lists, documentation and test cases;Reviewing requirements.So, why Gamingtec?If you are a person with passion, ideas, and a thirst to advance your career, you will love our corporate culture. We are an international team that treats each other with respect and moves towards the same goals. We believe in freedom and flexibility and trust our employees to do their jobs in a way that works for them. We have an ambitious and rewarding work environment, a flat organisational structure and almost zero bureaucracy. Our employees’ ideas are what move the company forward. Everyone has equal opportunities in every aspect of work, learning and development!Why you will love working here:Being a part of an international team, where everyone treats each other with respect and moves towards the same goal;Freedom and responsibility. You do not need to be told what to do;Competitive salaries. We want only the top performers, so we offer the appropriate remuneration for their experience and knowledge;Fully remote work. If you are in one of the areas where one of our offices is located, you will also have the option to go to the office;Flexible work schedule. We do not track time, we measure performance;Unlimited paid vacation and sick leave days. We believe that everyone should have a good work-life balance and no one should burn out;Constant career development & learning opportunities!Enjoy the corporate atmosphere with awesome parties and team-building events throughout the year;Refer your friends and get rewarded with a bonus, after they pass their probation period;Find the right private medical insurance that works for you and receive compensation for it. Compensation (full/partial) depends on the cost;Flexible Benefits plan. Decide which of your activities/expenses you want the company to compensate you for. For example; gym subscription, language courses, Netflix subscription, a spa day, etc;Education foundation in learning something new. Be part of our biannual ruffle that gives you the chance to learn something new, unrelated to your job.And this is how our interview process goes:A 30-minute interview with a member of our HR team to get to know you and your experience;A technical interview to assess your skills and abilities;A final 1-hour interview with two team members to gauge your fit with our culture and working style.Sounds interesting? Do not hesitate to apply or contact us if you have any questions! Gamingtec is waiting for you!  "
238117,https://www.ergodotisi.com/en/JobDetails/238117/Scope-Markets-Services-CY-Ltd,Limassol,Scope Markets Services CY Ltd.,Full Time,5,,"  DevOps Lead    Limassol CY    Forex Computer Science, Forex   Scope Markets Services CY Ltd.   Scope Markets a rapidly expanding, International Investment Group with offices around the world, seeks to recruit a DevOps Lead.   2/2/2024 12:00:00 AM 3/2/2024 12:00:00 AM     DevOps Lead new REF. NUM: 238117     Limassol  posted yesterday     Scope Markets Services CY Ltd.  expires in 28 days    49            CATEGORY: Computer Science, Forex  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Forex        About Scope Markets:Scope Markets is a rapidly expanding Group of companies providing online trading services, with regulated entities and operational hubs round the world. Scope Markets aims to provide the best in class trading infrastructure to cater to the needs of all types of clients from the beginners to the very ultimate institutional traders. We are extraordinarily proud to provide cutting-edge technology, speedy execution, and low latency solutions to our clients to ensure the most optimal trading environment through strategic placement of trading servers, and robust software and hardware.Overall Purpose of Role:The DevOps Lead will collaborate with cross-functional teams, including developers, software developers, IT Operations team (SOC,NOC, ITOC), and operations personnel, to streamline the software delivery process and ensure the stability, scalability, and reliability of applications. As the DevOps lead you will be experienced in developing, deploying and maintaining software systems with DevOps methodology and practices with demonstrative experience of ensuring security practices are maintained, adhered to and enforced following a principle of security by design.You will lead and mentor other members of the DevOps team and be proficient in technical and interpersonal skills including teamwork and problem solving. You will be able to demonstrate a strong ability to interact and collaborate successfully with coworkers from all backgrounds and disciplines as you will work closely with several teams throughout the business to aid the business in achieving its objectives.Your overall purpose is to bridge the gap between development and operations teams, enabling a seamless and automated software development lifecycle and enforcing best practice and security principles.The DevOps Lead is the overall lead for the group DevOps function for Scope Markets and must be dedicated to implementation of the DevOps methodology to provide support automation for the following group functions:IT Operations (SOC, NOC, ITOC)Application DeliveryDevelopmentResponsibilities: The objective of the DevOps team is to provide a set of practices, tools and cultural philosophy that will automate and integrate the processes between software development (DEV) and IT operations (OPS) team comprised of the (NOC, SOC and ITOC) operations.The DevOps Lead will be responsible for the implementation of the continuous loop cycle which will be defined as the following:PlanningCodingBuildingTestingPackagingReleasing/DeployingConfiguringMonitoringSystem administration (for Development)System architecture and provisioningContainers and container orchestrationCommunication collaboration and PlanningConfiguration managementSource Control managementContinuous Integration and continuous deployment.Repository/Package/Artifact ManagementSkills and Competencies:5+ years' experience in a DevOps Engineer roleIT Team management experienceStrong skills with large-scale distributed Linux systemsStrong skills with large-scale distributed Windows systemsExperience managing and building applications in a Cloud EnvironmentSkills and Competencies:PythonSolid Experience of configuration and orchestration tools (Docker, Kubernetes, Terraform)DevOps automation such as Terraform, Git and othersSystem monitoring such as ZabbixConfig and management of web technologies such as nginxCloud ComputingKubernetes supportLogging and automation of logsWeb department supportBI automationSSL certificate deliveryCDNLog automationEducational / Experience Requirements:Bachelor's degree or equivalent experience or technical certificationsFinancial services technology backgroundCan do attitude with the ability to work in fast fast-paced demanding environment.Self-motivated.Excellent communication skills with the ability to interact with all levels of the organizationExperience in a similar roleRemuneration Package Offered:Competitive remuneration package based on qualifications, experience and skills.Annual discretionary performance-based bonus.22 days annual leave.Company health insurance.Company contributionary provident fund.Company discount card scheme.Energetic and friendly multicultural environment.Comfortable and modern working space closer to the city center.Opportunities for training and development and career opportunities.Annual company events/parties for employee’s interaction and engagement.If you are interested to be part of our dynamic and multicultural team, please send us your CV in English throughout our Careers Page under the ""DevOps Lead"" role to apply. Have a look at our Privacy Notice.  "
235409,https://www.ergodotisi.com/en/JobDetails/235409/SkillOnNet,Limassol,SkillOnNet,Full Time,not given,"BSc, BA","  QA Automation Engineer     Limassol CY    Casino Computer Science, Mechanical Engineers, Casino   SkillOnNet   We are SkillOnNet leading the igaming entertainment by providing our customers with the most entertaining and trustworthy experience.   1/11/2024 12:00:00 AM 2/11/2024 12:00:00 AM     QA Automation Engineer  new REF. NUM: 235409     Limassol  posted 23 days ago     SkillOnNet  expires in 8 days    151            CATEGORY: Computer Science, Mechanical Engineers, Casino  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Casino        We are SkillOnNet leading the igaming entertainment by providing our customers with the most entertaining and trustworthy experience possible, while also reinventing the gambling industry. We are home to more than 30 well-known brands, including PlayOJO, DruckGluck, BacanaPlay, Genting, and many more. We are committed to long-term development and sustainability, and we are trying to revolutionise our industry for the benefit of our players, ourselves, and the entertainment industry as a whole. Job Description We are looking for a QA Automation Engineer to assess platform quality through automated testing. As a QA Automation Engineer, you will be working closely with the product and development team to make sure that product changes and improvements are delivered as per the requirements. The QA Automation Engineer should have advanced programming skills, a keen eye for detail, and excellent project management skills. A skilled QA automation engineer can design and write efficient test procedures for our platforms. If you are competent in designing and executing automated test cases and are passionate about quality, we’d like to meet you. Ultimately, you will ensure that our products, applications and systems work correctly. Responsibilities include: Build and executes test cases (automated) as per the change requirement and analyse results.Documents and evaluates test results.Detects, logs, and reports software bugs and glitches.Tracks defects and helps troubleshoot errors.Reviews test procedures and develops test scripts. What we are looking for: Proven experience as a QA Automation Engineer or a similar role.Experience in project management and QA methodology will be considered an advantage. Familiarity with Agile frameworks and regression, as well Jenkins, Selenium and Xray test case tool is a plus.Ability to document and troubleshoot errors.Excellent communication skills.Attention to detail.Analytical mind and problem-solving aptitude.Strong organizational skills.BSc/BA in Computer Science, Engineering or a related field.  What's in it for YOU? Excellent work environment.Attractive salary package.Annual incentive Bonus.Monetary vouchers on Birthdays and other special occasions.Fully equipped kitchen and in-house entertaining space.Options to enrol in Company's medical insurance plan.Possibilities to enrol in Company's pension plan.Exciting company activities including monthly lunches, monthly corporate gatherings, an intercompany football team, competitions, daily snacks and many other activities.Casual Dress Code.A chance to advance professionally inside one of the world's largest iGaming organisations.  What it's like to work at SkillOnNet! SkillOnNet believes that people come first, and our ""family-oriented"" global culture is what drives us. We care about our employees and make certain that they have access to the most relevant and helpful tools, benefits. Please send your CV at jobs@kpaxmarketing.com  "
238056,https://www.ergodotisi.com/en/JobDetails/238056/Columbia-Shipmanagement-LTD,Limassol,Columbia Shipmanagement LTD,Full Time,10,,"  Data Engineer (Blue Dynamics)    Limassol CY    Computer Science Computer Science   Columbia Shipmanagement LTD   We are looking for a qualified and motivated Data Engineer to join our team in Limassol.   2/1/2024 12:00:00 AM 3/1/2024 12:00:00 AM     Data Engineer (Blue Dynamics) new REF. NUM: 238056     Limassol  posted 2 days ago     Columbia Shipmanagement LTD  expires in 27 days    109            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science      APPLY ONLINE   Blue Dynamics is the software development and implementation entity within the COLUMBIA group, providing the group for more than 10 years with comprehensive information system and application integration solutions. As a Data Engineer at Blue Dynamics, you will work with a team of BI developers on the support and design/ development of data analytical processes and solutions as well as on the integration of 3rd party components into the COLUMBIA BI Stack. The primary work assignment will be located in Limassol, Cyprus.Responsibilities:Your day to day will be working managing the Data and BI Developers developing and maintaining a big data platform for technical / operational maritime datasets. You will be in charge managing and extending the Microsoft Azure BI Stack (PowerBI and other data pipeline components) and will provide professional cloud data solutions for the projects. You will harness the scalability and flexibility of the cloud platform to get most of the services they provide for the benefit of the business data insight.  As part of your tasks will be integrating data from different data sources, processing the data and preparing the data for a standardized enterprise schema in alignment with the BI Architect. You will also have to provide professional solutions to project extensions, client requirements and new projects. Other such reasonable duties within the general scope of the job title are assigned by the BI architect to you.Qualifications:At least 2 x years of experience working with Azure technologies and concepts such as Azure Data FactoryData pipelines / ETL pipelines/ Azure Functions, LogicAppAzure Storage/ Data Lake - experience building Data lakes Analytics and report development (PowerBI and/or Synapsis) Databricks experience Agile / Scrum methodologies for managing the development projects Version control (Git)/ DevOpsPrevious extensive experience in report design and development on platforms like PowerBI, Tableau or similar data visualization platformsWorking SQL(and other variations of SQL) knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases (relational, multi-dimensional and object oriented) Analytic skills related to working with unstructured datasetsStrong team-oriented working attitude and task management/ assignment capabilities as well as customer focusExperience supporting and working with cross-functional BI teams in a dynamic environmentInterested in learning new cloud-based technologies and architectures  Strong Plus:Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala,Process knowledge of the maritime ship management industryExperience with stream processing tools (Spark structured streaming, Azure Stream Analytics, Storm, etc.)EventHub and IoT integration experience Familiar with big data tools (Hadoop, Spark, etc.)   "
235557,https://www.ergodotisi.com/en/JobDetails/235557/Columbia-Shipmanagement-LTD,Limassol,Columbia Shipmanagement LTD,Full Time,not given,,"  Implementation Engineer (EPM)    Limassol CY    Shipping companies Computer Science   Columbia Shipmanagement LTD   Columbia Group is looking for an Implementation Engineer to join the Business Applications team.   1/12/2024 12:00:00 AM 2/12/2024 12:00:00 AM     Implementation Engineer (EPM) new REF. NUM: 235557     Limassol  posted 22 days ago     Columbia Shipmanagement LTD  expires in 9 days    133            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Shipping companies      APPLY ONLINE   Responsibilities: Configuration of financial consolidation, business planning and budgeting system functions in the Group EPM system;Development EPM system objects and reports using the system tools and scripts;Designing and setting up system interfaces between EPM software and various Group applications;Support EPM users, handling their requests, managing access rights and security settings;Perform upgrades of the ERP systemMonitoring systems health, gathering system statistics, and troubleshooting technical issues;Collaboration with the EPM vendor support team reporting and monitoring issues;Creating system guidelines and manuals for the organisation;Running technical training sessions and workshops on system functionalities and processes;Requirements: A degree in an IT technology-related field or equivalent work experience.Good command of English language is a must as the job requires constant verbal and written communications with the employees from Group world-wide offices;Experience in configuring, testing, and implementing enterprise business applications;Analytical mind is essential for this job due to the complex EPM functionality combining business and IT aspects;Good time management and organisational skills; As the EPM system has its usage picks, when workload and deadline pressure may be tremendous.Knowledge of SQL and programming skills for developing EPM system objectSkills that will be considered as an advantage: Experience with an EPM system (LucaNet, OneStream, SAP, Oracle EPM, MS D365, etc.)Experience with .NET platformKnowledge of financial practices and accounting principles.Experience with a BI tool (e.g. MS Power BI, Tableau, etc.)  "
236589,https://www.ergodotisi.com/en/JobDetails/236589/MSOS-Maritime-security-at-open-seas--LTD,Limassol,MSOS Maritime security at open seas LTD,Full Time,not given,,"  CCTV Network Engineer     Limassol CY    Shipping companies Computer Science   MSOS Maritime security at open seas LTD   Mano Security Group, a maritime security company is currently seeking to recruit a CCTV Network Engineer for their offices in Limassol.   1/19/2024 12:00:00 AM 2/19/2024 12:00:00 AM     CCTV Network Engineer  new REF. NUM: 236589     Limassol  posted 15 days ago     MSOS Maritime security at open seas LTD  expires in 16 days    206            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Shipping companies        Mano Security Group, a maritime security company is currently seeking to recruit a CCTV Network Engineer for their offices in Limassol.Main Duties:Managing CCTV systems health and maintenanceTracking of equipmentFollowing up with support tickets on internal softwareReporting Weekly CCTV System Technical statusesThe job is rotating on 24 hours shifts including weekendsRequirements:Higher Diploma in Communications and Computers NetworksBachelor’s degree in Network Engineering will be considered as an advantageBasic understanding of CCTV systemsVery good technological approachTechnical TroubleshootingDemonstrate practical knowledge and problem-solving strategiesWell organized and records tracking personnelBe able to work on his/her own initiativeHave high-quality inter-personal skillsCisco knowledge will be considered as an advantageComputer Engineering graduates are welcome to applyTo apply for this vacancy, please send your CV, along with any covering letter to recruitment@mano-security.comPlease note that due to the high volume of applications, only shortlisted applicants will receive a response.  "
234564,https://www.ergodotisi.com/en/JobDetails/234564/IBSCY-LTD,Limassol,IBSCY LTD,Full Time,not given,,"  Sales Engineer    Limassol CY    Technology Industry Computer Science, Sales Managers   IBSCY LTD   IBSCY LTD is growing rapidly and we are looking for a Sales Engineer who will be responsible to design, promote and sell IT infrastructure and cloud products.   1/6/2024 12:00:00 AM 2/6/2024 12:00:00 AM     Sales Engineer new REF. NUM: 234564     Limassol  posted 28 days ago     IBSCY LTD  expires in 3 days    174            CATEGORY: Computer Science, Sales Managers  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Technology Industry        IBSCY Ltd is a leading international provider of total IT solutions and services and specializes in the areas of cloud services and applications, systems integration, IT infrastructure, collaboration, management and security solutions.IBSCY LTD is growing rapidly and we are looking for a Sales Engineer who will be responsible to design, promote and sell IT infrastructure and cloud products. The successful candidate will have the ability, commitment and initiative to manage assignments with minimum supervision, reporting directly to the Solutions Team Leader. Profile of Ideal Candidate:Knowledge of IT hardware / software is a must.University or college degree in IT or similar.Literacy in both English and Greek.Computer literate (Internet, MS Office applications).Ability to assume responsibility and manage small IT projects.Driving license.2 or more years’ previous work experience in a similar position will be an advantage.Must be willing to travel throughout Cyprus and rarely abroad.Responsibilities:Design and sell IT total solutions to qualified prospects.Develop new and recurring business opportunities.Sales lead generation, qualification, progression, and closure. Quoting, Pricing and Proposal of Technical solutions. Account management of assigned accounts. End user product education, training, awareness and recommendation for clients. Procurement management.Represent company at trade shows, vendor events, customer events, business mixers, and relationship building events. Coordinate sales efforts with marketing campaigns. Meet vendor’s sales training and certifications. BenefitsAn   attractive   package and   continuous   education   will   be   offered   to   the successful   candidate   in   line   with   experience   and   qualifications.   Most importantly, the role offers the opportunity to work on challenging projects and excellent career progression prospects on a fast growing company.Please send your CV at info@ibs.com.cy  "
234160,https://www.ergodotisi.com/en/JobDetails/234160/ACE-Networks,Limassol,ACE Networks,Full Time,18,,"  Network Engineer    Limassol CY    Computer Science Computer Science   ACE Networks   AceNetworks is seeking to recruit a Network Engineer.   1/4/2024 12:00:00 AM 2/4/2024 12:00:00 AM     Network Engineer new REF. NUM: 234160     Limassol  posted 30 days ago     ACE Networks  expires tomorrow    248            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        Who we Are?  AceNetworks is an Information Telephony Computing (ITC) Development and IT Consulting company with more than 18 years of experience in the market. We have been providing outsource IT services and Voice over IP (VoIP) telephone since 2005. Our clientele consists of many international corporations in different areas, and we are involved in projects that demand leading edge information technology skills. About the position On behalf of our client, an international company in Hospitality & Gaming Industry located in Limassol, we are seeking to recruit highly capable and experienced candidate for the position Network Engineer to join their expanding team.   Our dream candidate must be enthusiastic about Technology and a very good team player. If that describes you then please keep on reading. Primary Responsibilities: Provide daily monitoring, analysis, and administration of network operations.Provides guidance and advisory to technical support in the installation and maintenance of networks.Install and build network infrastructure for multiple properties.Evaluate hardware and software solutions for suitable network implementation.Plans and configures monitoring tools to ensure service level are met.Troubleshoot and resolve networking problems.Provides technical and operation support as well as conduct training to end users.Maintains inventory listing of LAN/WAN deployment. Qualifications Requirements: Degree Computer Science or any related field.2+ years of relevant IT network experience.Preferred CCNA/CCNP certificates.Excellent knowledge and experience in computer/network security, network security software, IP addressing schemes, penetration testing.Experience with routing and switching technologies.Experience on VLAN, Firewall, EIGRP, OSPF, BGP, VPN, port security, IPS and High availability setup.Experience in structure cabling system with CAT and fibre cables.Fluency in English and Greek.Excellent troubleshooting skills and fast technology learner.Ability to work under pressure. Company offers:  An attractive remuneration package according to qualifications and experience.Excellent opportunities for career development and advancement.An array of paid trainings will be offered.Free meals and beverages at the in-house cafeteria. All CVs will be handled with the utmost confidentiality.  To apply please send us your CV to vacancies@acenetworks.eu Only applicants whose previous experience and qualifications closely match the requirements of the position will be contacted.   "
233779,https://www.ergodotisi.com/en/JobDetails/233779/oneZero-Financial-Systems,Limassol,oneZero Financial Systems,Full Time,not given,,"  Application Support Engineer (Weekend Shift)    Limassol CY    FinTech Customer Service, Computer Science, Forex   oneZero Financial Systems   The Application Support Engineer position supports customer-facing operations by responding to operational and business issues.   1/3/2024 12:00:00 AM 2/3/2024 12:00:00 AM     Application Support Engineer (Weekend Shift) new REF. NUM: 233779     Limassol  posted 31 days ago     oneZero Financial Systems  expires today    328            CATEGORY: Customer Service, Computer Science, Forex  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: FinTech      APPLY ONLINE   Come join oneZero Financial Systems! An exciting, fast-growing company with Headquarters in Somerville MA, oneZero empowers banks, brokerages, and hedge funds with cutting-edge trade routing and execution technology. Our platform, deployed with 200+ entities globally, features a low-latency trading environment, integrations to the world's leading execution venues, and reliable IT infrastructure and technical support - all designed to be customized and scaled to serve any business model and any size of market participant. We take pride in our great work atmosphere and highly motivated team of engineers.We are currently looking for a motivated and talented Application Support Engineer (Weekend Shift) to join our Cyprus office.  Over the last few years, oneZero has seen a surge of interest from our client base in the trading of digital assets like bitcoin and other cryptocurrencies. Our platform is primed and ready to support this emerging asset class, allowing our clients to actively participate in the digital asset space 24 hours a day, 7 days a week. We're excited to expand and evolve our support model to accommodate the continuous trading hours of these digital assets. This change will also put us in the perfect position to handle the traditional OTC FX markets' transition to extended off-hours trading. Come and join the oneZero team to collaborate on this brand-new industry dynamic!oneZero is proud to have been named one of Business Intelligence Group's Best Places to Work 2023:https://www.bintelligence.com/blog/2023/3/15/28-companies-named-2023-best-places-to-workThe Boston Globe names oneZero a Top Place to Work for 2022:    https://www.onezero.com/homepage/the-boston-globe-names-onezero-a-top-place-to-work-for-2022/Please see oneZero featured in e-Forex Magazine to learn more about the company and our dynamic team (https://goo.gl/vbXw8i).Job Description: The Application Support Engineer position supports customer-facing operations by responding to operational and business issues. This position is responsible for planning, deploying, and supporting client implementations of oneZero's products. This position will be responsible for the planning and execution of weekend activities in coordination with our existing Monday to Friday support team. This work will include carrying out upgrades and migrations for the oneZero application software, processing client service requests, and providing application support to clients over the phone, email, and live chat.The successful applicant for the Application Support Engineer position will be required to work full-time hours spread across set days during the usual business week and weekend. The typical schedule will be Saturday or Sunday plus four weekdays. This is subject to an initial training period of 8 weeks from the commencement date where all work will be performed from Monday to Friday.Specific Duties:Provide customer support in accordance with company SLAs via email, phone, or live chat.Act as a technical first responder. Triage technical issues across multiple infrastructure levels (network, OS, application). Prioritize and escalate issues according to the severity and details of each case.Analyze logs, FIX messages, and other primary sources to determine the root cause of trading and quoting issues.Manage upgrades and migrations for oneZero and related application software. Perform system check-out after the process is completed.Develop subject matter expertise and be an ambassador of digital asset knowledge within the team.Work with clients to appropriately configure each aspect of their oneZero application, including liquidity provider details, order routing configuration, trading platform connectivity, and prime broker give-up arrangements. Required Skills:Excellent verbal and written communication skills and high attention to detail.Ability to process multiple client communication streams and make high-quality decisions under pressure.Desire and ability to learn new skills and tools, and enthusiastically take on new opportunities and tough challenges.High proficiency level (power user) with Microsoft Windows OS.2 - 5 yr experience supporting clients in the financial services industry.Understanding of FIX protocol.Basic knowledge of TCP/IP and Networking.Basic knowledge of SQL (PGSQL, MYSQL).  "
